iter	Logloss
514	0.2799847738
515	0.2797071653
516	0.2795328655
517	0.2793521
518	0.2790885352
519	0.2789828911
520	0.2789082706
521	0.2785525469
522	0.2783715956
523	0.2783128902
524	0.2781617127
525	0.2780671156
526	0.2778807654
527	0.2777174589
528	0.2774395816
529	0.2772677598
530	0.2771937423
531	0.2769227812
532	0.276709531
533	0.2765203179
534	0.2762896748
535	0.2761676923
536	0.275977508
537	0.2758000583
538	0.2756898042
539	0.2755336657
540	0.2752961915
541	0.2750205374
542	0.274754466
543	0.2746191725
544	0.2743918585
545	0.2742175174
546	0.2740656735
547	0.2739623505
548	0.2736570074
549	0.273470457
550	0.273159878
551	0.2728077695
552	0.2726739143
553	0.2725221742
554	0.272436767
555	0.2723202004
556	0.2722078027
557	0.2719113047
558	0.2715762455
559	0.2714793266
560	0.2714254409
561	0.2713322923
562	0.2712547275
563	0.2711456614
564	0.2710413071
565	0.2707494387
566	0.2706815066
567	0.2705310663
568	0.2702790237
569	0.2700527923
570	0.2697963708
571	0.2697114657
572	0.2695460806
573	0.2693899206
574	0.269277127
575	0.2690501054
576	0.2688678719
577	0.2687318914
578	0.2684022445
579	0.2683443333
580	0.2681188581
581	0.267872179
582	0.2677584307
583	0.2674944771
584	0.2672097334
585	0.2670183811
586	0.2667456216
587	0.2666058714
588	0.2664767092
589	0.2663778777
590	0.2661926858
591	0.2658701076
592	0.2656761005
593	0.265205452
594	0.2650693065
595	0.2648047703
596	0.2647005129
597	0.2646204702
598	0.2644035594
599	0.2642998793
600	0.2641030913
601	0.2637893556
602	0.2637132598
603	0.2636244197
604	0.2635429617
605	0.2633900214
606	0.2629591581
607	0.2627625639
608	0.2626721695
609	0.2625430328
610	0.2621671214
611	0.2620205277
612	0.2617590442
613	0.2615746851
614	0.2613563604
615	0.2610733534
616	0.2610047154
617	0.2609073208
618	0.2606537955
619	0.2604424573
620	0.2602984019
621	0.2602482078
622	0.2601118915
623	0.2599724272
624	0.2598934906
625	0.2596659159
626	0.2593272063
627	0.2592591818
628	0.258906598
629	0.2587876265
630	0.2585824471
631	0.2584350232
632	0.258206108
633	0.2580206284
634	0.2579718537
635	0.2578284403
636	0.2577520345
637	0.2576353481
638	0.2575115539
639	0.2573998612
640	0.2573078057
641	0.2569903269
642	0.2569182306
643	0.2565746871
644	0.2563684072
645	0.2561290143
646	0.2559810891
647	0.2557687471
648	0.2555430326
649	0.2554629453
650	0.2552204706
651	0.2550266216
652	0.2548961843
653	0.2547012387
654	0.2545035463
655	0.2543881908
656	0.2541517481
657	0.2541058665
658	0.2540104604
659	0.2537607374
660	0.2536258312
661	0.2535011583
662	0.2532988157
663	0.2532045809
664	0.2529761558
665	0.2528822462
666	0.2527241633
667	0.2525876561
668	0.2524008269
669	0.2523717944
670	0.252309826
671	0.2522271388
672	0.2521185818
673	0.2519353412
674	0.2519084348
675	0.2518083071
676	0.2516535444
677	0.2515141527
678	0.2514043565
679	0.2511220211
680	0.2510768101
681	0.2509413306
682	0.2508726286
683	0.2507311239
684	0.2503942135
685	0.250157594
686	0.2500781008
687	0.2497133304
688	0.2493891976
689	0.2492837472
690	0.2491226054
691	0.248889001
692	0.2488509286
693	0.2486089621
694	0.2484218083
695	0.2482828022
696	0.2482194869
697	0.2481279547
698	0.2478280799
699	0.2476741845
700	0.2475065054
701	0.247417238
702	0.2472384941
703	0.2470290368
704	0.2470247959
705	0.2466570165
706	0.2465429627
707	0.246367844
708	0.2461629262
709	0.2460629826
710	0.245847951
711	0.2456144825
712	0.2454766323
713	0.2453414862
714	0.2451365028
715	0.2449754709
716	0.2448779902
717	0.2445822531
718	0.2443939086
719	0.2443362364
720	0.2441632542
721	0.2440522394
722	0.2438816185
723	0.2436018139
724	0.2435034255
725	0.2433867011
726	0.2433013099
727	0.2432420126
728	0.2431826504
729	0.2430885812
730	0.2429925883
731	0.2427036871
732	0.2424208862
733	0.2422131907
734	0.2420255832
735	0.2419127018
736	0.2415846814
737	0.2414207288
738	0.2413133333
739	0.241197161
740	0.2411233523
741	0.2409520439
742	0.240817302
743	0.2407602452
744	0.2405806748
745	0.240240665
746	0.2400981237
747	0.2399807643
748	0.23976832
749	0.2396149938
750	0.2395380017
751	0.23944397
752	0.239236077
753	0.2391492704
754	0.2390724054
755	0.2388813105
756	0.2386887254
757	0.2384734891
758	0.2383684755
759	0.2381727619
760	0.2381126225
761	0.2379739989
762	0.2377940989
763	0.2376252215
764	0.2374928621
765	0.2374133924
766	0.2373136766
767	0.237168443
768	0.2369413802
769	0.2367702733
770	0.2366647182
771	0.2366453481
772	0.2365440644
773	0.2365392891
774	0.2364762583
775	0.2364257888
776	0.2362617217
777	0.2361903226
778	0.2359886182
779	0.2358669728
780	0.2356351781
781	0.2352642994
782	0.2351416238
783	0.2350605175
784	0.2349724149
785	0.2348075905
786	0.23476935
787	0.2346016239
788	0.2344440429
789	0.2343273317
790	0.2340686622
791	0.2339375562
792	0.2337372218
793	0.2336868973
794	0.2335788321
795	0.2334107071
796	0.2333016
797	0.2331590919
798	0.2330823348
799	0.2329693782
800	0.2327594738
801	0.232597261
802	0.232477386
803	0.2323864781
804	0.2322222114
805	0.2320888982
806	0.2319719258
807	0.2317959547
808	0.2317203023
809	0.2314289361
810	0.2313450295
811	0.2312212879
812	0.2310607087
813	0.2308760615
814	0.2307911955
815	0.2304744462
816	0.2303881103
817	0.2301437179
818	0.2300332525
819	0.2298756575
820	0.2296392448
821	0.2294439581
822	0.2293117454
823	0.2292074569
824	0.2291295556
825	0.2290752676
826	0.2289173347
827	0.2288431908
828	0.2287925615
829	0.2287044264
830	0.2284422301
831	0.2282814804
832	0.2281458304
833	0.228060349
834	0.2279472418
835	0.2278790875
836	0.2278004381
837	0.2276707623
838	0.2276430031
839	0.2274195709
840	0.2273839992
841	0.2271882579
842	0.2269548771
843	0.2267950242
844	0.2267408832
845	0.2265615385
846	0.2264059432
847	0.2262228132
848	0.2259978777
849	0.225888952
850	0.2257863517
851	0.2255587765
852	0.2254656363
853	0.2254389342
854	0.2252931952
855	0.2252358621
856	0.2250816764
857	0.224913961
858	0.2247967701
859	0.2247485901
860	0.2245553721
861	0.2245181474
862	0.2244384075
863	0.2243058299
864	0.2240209616
865	0.2238569746
866	0.2238020087
867	0.2237260646
868	0.2233072526
869	0.2231921406
870	0.22304936
871	0.2229913965
872	0.2229490983
873	0.2228945142
874	0.2228044448
875	0.2227593485
876	0.2226629284
877	0.2225613549
878	0.2222291994
879	0.2220504866
880	0.2219317447
881	0.2217115954
882	0.2216203776
883	0.2215275751
884	0.2213595909
885	0.2210842437
886	0.2209755698
887	0.2209139578
888	0.220783154
889	0.2205473076
890	0.2203759724
891	0.220304687
892	0.2202527133
893	0.2200366363
894	0.2196888418
895	0.2195885546
896	0.2195334897
897	0.2193103842
898	0.2192701068
899	0.2191131501
900	0.2190795416
901	0.2189341453
902	0.2188847011
903	0.2188664027
904	0.2185771134
905	0.2184174169
906	0.2183046449
907	0.2180854
908	0.2180547062
909	0.2180370237
910	0.2178766588
911	0.2177426635
912	0.2177284455
913	0.2175479041
914	0.2174922558
915	0.2173499079
916	0.2173106286
917	0.2172681839
918	0.2172037772
919	0.2170692675
920	0.2169257992
921	0.2166773904
922	0.216484829
923	0.2164079089
924	0.2163044738
925	0.2162005123
926	0.2160216616
927	0.2159745915
928	0.215759173
929	0.2156407406
930	0.215464016
931	0.2153550471
932	0.2152535764
933	0.2150742344
934	0.2149341929
935	0.2147854738
936	0.2145009973
937	0.2143079823
938	0.2141758975
939	0.2140801654
940	0.2139392376
941	0.2137968157
942	0.2137685315
943	0.2136292738
944	0.2134213069
945	0.213299656
946	0.2132322222
947	0.2130948242
948	0.2129717408
949	0.2129614187
950	0.2127768142
951	0.2126828703
952	0.2125534878
953	0.2124071008
954	0.2123090469
955	0.212187098
956	0.2119471372
957	0.2118624788
958	0.211754581
959	0.211651424
960	0.2114978134
961	0.2113698458
962	0.2112570665
963	0.211118611
964	0.2108421688
965	0.2107576444
966	0.2106669276
967	0.2105281585
968	0.2104025445
969	0.2102876879
970	0.2102216806
971	0.2101719053
972	0.2100573667
973	0.2100026869
974	0.2098443711
975	0.2097990952
976	0.2097221807
977	0.2096218638
978	0.209558217
979	0.2094683831
980	0.2093908379
981	0.2093201346
982	0.2092604735
983	0.2091013464
984	0.2090419222
985	0.2090007052
986	0.2088538781
987	0.2087691059
988	0.2086942301
989	0.2086384727
990	0.2085866938
991	0.2084081049
992	0.2083571858
993	0.2083091025
994	0.2081741425
995	0.2079867819
996	0.2078919393
997	0.2076703031
998	0.207452268
999	0.2073164058
1000	0.2071859807
1001	0.2070961679
1002	0.2070099349
1003	0.2069589197
1004	0.2069546266
1005	0.206894412
1006	0.2067852525
1007	0.2066822475
1008	0.2066215191
1009	0.2065018482
1010	0.2063578767
1011	0.206253216
1012	0.2061624535
1013	0.2060063568
1014	0.2059380152
1015	0.2056876519
1016	0.2055521195
1017	0.2055239519
1018	0.2054619061
1019	0.2053736903
1020	0.2051965844
1021	0.2049811472
1022	0.2049738089
1023	0.2048702374
1024	0.2048111259
1025	0.2046166103
1026	0.2045343784
1027	0.2044773098
1028	0.2044289175
1029	0.2043498768
1030	0.2042777702
1031	0.2042426574
1032	0.2041825927
1033	0.204040241
1034	0.2039595902
1035	0.2038392834
1036	0.203767631
1037	0.2037059427
1038	0.2036447876
1039	0.2035588742
1040	0.2035432889
1041	0.2034800479
1042	0.2034045234
1043	0.2033556697
1044	0.203310646
1045	0.2032486163
1046	0.2029885955
1047	0.2028411798
1048	0.2027496485
1049	0.2023758506
1050	0.2021462003
1051	0.2020902285
1052	0.2019442302
1053	0.2018238711
1054	0.2016398328
1055	0.201607294
1056	0.2014891275
1057	0.2012205521
1058	0.2011806147
1059	0.2010846969
1060	0.2008509956
1061	0.2008302931
1062	0.2006658018
1063	0.2006060841
1064	0.2003183513
1065	0.2003103266
1066	0.200270296
1067	0.2000823906
1068	0.2000139033
1069	0.1999262148
1070	0.1997492498
1071	0.1995565122
1072	0.1994903902
1073	0.1992806423
1074	0.1991587546
1075	0.1990724964
1076	0.1989194053
1077	0.1988695639
1078	0.1988250373
1079	0.1987442942
1080	0.1985453009
1081	0.1984859768
1082	0.1983914757
1083	0.198253395
1084	0.1981098295
1085	0.1980598313
1086	0.1980079508
1087	0.1979597861
1088	0.1978062763
1089	0.1976567225
1090	0.1974263123
1091	0.1972095707
1092	0.1969489378
1093	0.1969187707
1094	0.1967678121
1095	0.1965123012
1096	0.1963850983
1097	0.1960973469
1098	0.1959659974
1099	0.195836051
1100	0.1958045167
1101	0.1957040527
1102	0.195510239
1103	0.195407223
1104	0.1952188192
1105	0.1951503941
1106	0.1950661224
1107	0.1949663511
1108	0.1948675796
1109	0.1948059841
1110	0.1947659427
1111	0.1946677677
1112	0.1946226297
1113	0.1945095794
1114	0.1944728888
1115	0.1944103022
1116	0.1943313554
1117	0.1942399989
1118	0.1941940173
1119	0.1941551083
1120	0.1940685662
1121	0.1939940807
1122	0.1939114389
1123	0.1938300153
1124	0.1937768429
1125	0.1937487445
1126	0.1936043847
1127	0.1935349564
1128	0.1934650532
1129	0.193384576
1130	0.1932379473
1131	0.193143924
1132	0.1931225549
1133	0.1929507491
1134	0.1928526345
1135	0.1928029861
1136	0.1926426483
1137	0.1924015684
1138	0.192203374
1139	0.1921065316
1140	0.1920172766
1141	0.1919707828
1142	0.1918573252
1143	0.1918006422
1144	0.1917764969
1145	0.1915984487
1146	0.1913767307
1147	0.1912203722
1148	0.1908991622
1149	0.190822949
1150	0.1907746449
1151	0.1907091733
1152	0.1906347232
1153	0.1905533661
1154	0.1904021646
1155	0.1903321268
1156	0.1902479314
1157	0.1901472693
1158	0.1899230475
1159	0.1898157831
1160	0.1897378175
1161	0.1894688198
1162	0.189334884
1163	0.1892750463
1164	0.1891442795
1165	0.1890666963
1166	0.1889912933
1167	0.1888532984
1168	0.1887896194
1169	0.1886190208
1170	0.1885181312
1171	0.1883272991
1172	0.1881979954
1173	0.1880138161
1174	0.1879201876
1175	0.1878298436
1176	0.1876456522
1177	0.187543247
1178	0.1873401855
1179	0.1872710851
1180	0.1871990435
1181	0.1870201051
1182	0.186827323
1183	0.1866783411
1184	0.1866122451
1185	0.1865264927
1186	0.1864290809
1187	0.1863042644
1188	0.1862557708
1189	0.1861903336
1190	0.1861195525
1191	0.1860469056
1192	0.1859555554
1193	0.1858478727
1194	0.1856075675
1195	0.1855855327
1196	0.1855427687
1197	0.1853658226
1198	0.1853347989
1199	0.1852100874
1200	0.1850778167
1201	0.1848918218
1202	0.1847597301
1203	0.1846891706
1204	0.1844905537
1205	0.1844175042
1206	0.1842828991
1207	0.1842112432
1208	0.1840448597
1209	0.1839635178
1210	0.1837291611
1211	0.1837127246
1212	0.1836769094
1213	0.1833840015
1214	0.1833399679
1215	0.1832557226
1216	0.1832187787
1217	0.1830044611
1218	0.1829186909
1219	0.1828672324
1220	0.1825486277
1221	0.1823940353
1222	0.1823380898
1223	0.1822985448
1224	0.1821258616
1225	0.1818308393
1226	0.1817760036
1227	0.1816922033
1228	0.1816383413
1229	0.181562176
1230	0.1814976933
1231	0.1814335571
1232	0.1813800662
1233	0.1813301113
1234	0.181284311
1235	0.1812099809
1236	0.1810017907
1237	0.1809209315
1238	0.180891
1239	0.1808429083
1240	0.1807657176
1241	0.1805060407
1242	0.1803064545
1243	0.180261595
1244	0.1801022266
1245	0.1799161402
1246	0.179776818
1247	0.1796727354
1248	0.1796024589
1249	0.1795284489
1250	0.1793272957
1251	0.1792479137
1252	0.1791076822
1253	0.1789013506
1254	0.1788109641
1255	0.17862623
1256	0.1786044133
1257	0.1785470399
1258	0.178521018
1259	0.1784911341
1260	0.1784205591
1261	0.1783556974
1262	0.1782388866
1263	0.1781765894
1264	0.1781359562
1265	0.1780647525
1266	0.177975014
1267	0.1778238523
1268	0.1776351562
1269	0.1775646761
1270	0.1775153704
1271	0.1774620628
1272	0.1772950846
1273	0.1771567175
1274	0.1771052019
1275	0.1769036965
1276	0.1767848672
1277	0.1766684934
1278	0.1764916861
1279	0.1764327245
1280	0.1763621436
1281	0.1760649875
1282	0.1759563528
1283	0.1759042557
1284	0.1758164356
1285	0.1758017335
1286	0.1757439962
1287	0.1754984664
1288	0.175428187
1289	0.1752938756
1290	0.1752628089
1291	0.1750778337
1292	0.1750066927
1293	0.1748912252
1294	0.1748197804
1295	0.1746663866
1296	0.1745671503
1297	0.1744599371
1298	0.174392861
1299	0.1742160011
1300	0.1741583471
1301	0.1740668161
1302	0.1739910928
1303	0.1739120625
1304	0.173756895
1305	0.1737085362
1306	0.1736774674
1307	0.1735739617
1308	0.1735283405
1309	0.1734168106
1310	0.1733537895
1311	0.1731890713
1312	0.1730988634
1313	0.1730372669
1314	0.1729718896
1315	0.1728660224
1316	0.1726726462
1317	0.1725907441
1318	0.1724401644
1319	0.1723776339
1320	0.1723010487
1321	0.172234565
1322	0.1720935438
1323	0.1720395101
1324	0.1719334882
1325	0.1717675903
1326	0.1716616505
1327	0.1713379914
1328	0.1712958823
1329	0.1712489382
1330	0.1710511319
1331	0.1709948796
1332	0.1709055813
1333	0.170817752
1334	0.1707584091
1335	0.1706881135
1336	0.1705946089
1337	0.1704643622
1338	0.1704021661
1339	0.1702692337
1340	0.1702011789
1341	0.170123486
1342	0.1700373772
1343	0.1700363736
1344	0.1699912702
1345	0.1699276011
1346	0.169882871
1347	0.1698010132
1348	0.1697170914
1349	0.169600409
1350	0.1695658618
1351	0.1694027945
1352	0.1693536568
1353	0.1692776014
1354	0.1691533664
1355	0.1690436752
1356	0.168978761
1357	0.1688815977
1358	0.1687706878
1359	0.1687426167
1360	0.168685347
1361	0.1685940111
1362	0.1684988477
1363	0.168451165
1364	0.1682327532
1365	0.1681780315
1366	0.1681102424
1367	0.1678810472
1368	0.1678192608
1369	0.1677585043
1370	0.1676577209
1371	0.1676356073
1372	0.1675618193
1373	0.1675208854
1374	0.1674767824
1375	0.1673598723
1376	0.1672996972
1377	0.1672745725
1378	0.1670778125
1379	0.1669934414
1380	0.1669266116
1381	0.1668683517
1382	0.1668140695
1383	0.1667422386
1384	0.1666089706
1385	0.1665194737
1386	0.1664315304
1387	0.1663619714
1388	0.1662949986
1389	0.1662883864
1390	0.166151135
1391	0.166047543
1392	0.1659707547
1393	0.1658866145
1394	0.1658448114
1395	0.1657539761
1396	0.1656498934
1397	0.165620078
1398	0.1655773955
1399	0.1655582848
1400	0.1655080956
1401	0.1654519172
1402	0.1653735071
1403	0.1652901341
1404	0.1651238718
1405	0.1650615634
1406	0.165046041
1407	0.164911022
1408	0.1648368864
1409	0.1647649091
1410	0.164739183
1411	0.1646753595
1412	0.1645445549
1413	0.1644511869
1414	0.1643042313
1415	0.1641798876
1416	0.1640984494
1417	0.16402458
1418	0.1639202469
1419	0.163779915
1420	0.163646778
1421	0.1635715258
1422	0.1633593501
1423	0.1632871439
1424	0.16323127
1425	0.1631934808
1426	0.16317434
1427	0.1631411568
1428	0.1630824027
1429	0.1630282546
1430	0.1629709591
1431	0.1629259367
1432	0.1627500299
1433	0.1626033205
1434	0.1625509989
1435	0.1624890604
1436	0.1624497891
1437	0.1623960163
1438	0.1623909049
1439	0.1623360899
1440	0.1622513759
1441	0.1621532151
1442	0.1620872527
1443	0.1619964876
1444	0.161937191
1445	0.1618556732
1446	0.1617775328
1447	0.1617403801
1448	0.1615341306
1449	0.1614460463
1450	0.1613975694
1451	0.1613002282
1452	0.1612770771
1453	0.1611941545
1454	0.1610232067
1455	0.1610041922
1456	0.1608608562
1457	0.1608249349
1458	0.1606878145
1459	0.1606332999
1460	0.1605481788
1461	0.1605093684
1462	0.1604752174
1463	0.1604573578
1464	0.1604057726
1465	0.1603067459
1466	0.1601577078
1467	0.1601063943
1468	0.1600306882
1469	0.1599773383
1470	0.1599155781
1471	0.15989159
1472	0.1597975104
1473	0.1597938884
1474	0.1597527913
1475	0.1597041618
1476	0.1596008611
1477	0.1595643478
1478	0.159489595
1479	0.1594323344
1480	0.1593885569
1481	0.1593022259
1482	0.159255628
1483	0.1592126947
1484	0.1591484838
1485	0.1590017883
1486	0.1589553666
1487	0.158896455
1488	0.1587252487
1489	0.1586303505
1490	0.1585462602
1491	0.1585166205
1492	0.158451867
1493	0.1583288968
1494	0.1582628582
1495	0.1582413964
1496	0.1581680918
1497	0.1581518348
1498	0.1581134606
1499	0.1579119384
